__time,process,LOG_LEVEL,pid,Log,Origin,host
1641834973000,sshd,Info,10807,pam_unix(sshd:session): session opened for user root by (uid=0),Jan 10 17:16:13 namenode2 sshd[10807]: pam_unix(sshd:session): session opened for user root by (uid=0),namenode2
1641834973000,systemd-logind,Info,721,New session 9223 of user root.,Jan 10 17:16:13 namenode2 systemd-logind[721]: New session 9223 of user root.,namenode2
1641835021000,CRON,Info,11871,pam_unix(cron:session): session closed for user root,Jan 10 17:17:01 namenode2 CRON[11871]: pam_unix(cron:session): session closed for user root,namenode2
1641835021000,CRON,Info,11871,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 17:17:01 namenode2 CRON[11871]: pam_unix(cron:session): session opened for user root by (uid=0),namenode2
1641835021000,CRON,Info,29424,pam_unix(cron:session): session closed for user root,Jan 10 17:17:01 datanode1 CRON[29424]: pam_unix(cron:session): session closed for user root,datanode1
1641835021000,CRON,Info,29424,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 17:17:01 datanode1 CRON[29424]: pam_unix(cron:session): session opened for user root by (uid=0),datanode1
1641835021000,CRON,Info,508180,pam_unix(cron:session): session closed for user root,Jan 10 17:17:01 datanode3 CRON[508180]: pam_unix(cron:session): session closed for user root,datanode3
1641835021000,CRON,Info,508180,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 17:17:01 datanode3 CRON[508180]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641835801000,CRON,Info,521700,pam_unix(cron:session): session closed for user root,Jan 10 17:30:01 datanode3 CRON[521700]: pam_unix(cron:session): session closed for user root,datanode3
1641835801000,CRON,Info,521700,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 17:30:01 datanode3 CRON[521700]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641838621000,CRON,Info,11783,pam_unix(cron:session): session closed for user root,Jan 10 18:17:01 namenode2 CRON[11783]: pam_unix(cron:session): session closed for user root,namenode2
1641838621000,CRON,Info,11783,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 18:17:01 namenode2 CRON[11783]: pam_unix(cron:session): session opened for user root by (uid=0),namenode2
1641838621000,CRON,Info,17024,pam_unix(cron:session): session closed for user root,Jan 10 18:17:01 datanode1 CRON[17024]: pam_unix(cron:session): session closed for user root,datanode1
1641838621000,CRON,Info,17024,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 18:17:01 datanode1 CRON[17024]: pam_unix(cron:session): session opened for user root by (uid=0),datanode1
1641838621000,CRON,Info,570507,pam_unix(cron:session): session closed for user root,Jan 10 18:17:01 datanode3 CRON[570507]: pam_unix(cron:session): session closed for user root,datanode3
1641838621000,CRON,Info,570507,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 18:17:01 datanode3 CRON[570507]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641839401000,CRON,Info,584048,pam_unix(cron:session): session closed for user root,Jan 10 18:30:01 datanode3 CRON[584048]: pam_unix(cron:session): session closed for user root,datanode3
1641839401000,CRON,Info,584048,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 18:30:01 datanode3 CRON[584048]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641842221000,CRON,Info,11646,pam_unix(cron:session): session closed for user root,Jan 10 19:17:01 namenode2 CRON[11646]: pam_unix(cron:session): session closed for user root,namenode2
1641842221000,CRON,Info,11646,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 19:17:01 namenode2 CRON[11646]: pam_unix(cron:session): session opened for user root by (uid=0),namenode2
1641842221000,CRON,Info,4882,pam_unix(cron:session): session closed for user root,Jan 10 19:17:01 datanode1 CRON[4882]: pam_unix(cron:session): session closed for user root,datanode1
1641842221000,CRON,Info,4882,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 19:17:01 datanode1 CRON[4882]: pam_unix(cron:session): session opened for user root by (uid=0),datanode1
1641842221000,CRON,Info,632868,pam_unix(cron:session): session closed for user root,Jan 10 19:17:01 datanode3 CRON[632868]: pam_unix(cron:session): session closed for user root,datanode3
1641842221000,CRON,Info,632868,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 19:17:01 datanode3 CRON[632868]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641843001000,CRON,Info,646359,pam_unix(cron:session): session closed for user root,Jan 10 19:30:01 datanode3 CRON[646359]: pam_unix(cron:session): session closed for user root,datanode3
1641843001000,CRON,Info,646359,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 19:30:01 datanode3 CRON[646359]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641845821000,CRON,Info,11542,pam_unix(cron:session): session closed for user root,Jan 10 20:17:01 namenode2 CRON[11542]: pam_unix(cron:session): session closed for user root,namenode2
1641845821000,CRON,Info,11542,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 20:17:01 namenode2 CRON[11542]: pam_unix(cron:session): session opened for user root by (uid=0),namenode2
1641845821000,CRON,Info,24707,pam_unix(cron:session): session closed for user root,Jan 10 20:17:01 datanode1 CRON[24707]: pam_unix(cron:session): session closed for user root,datanode1
1641845821000,CRON,Info,24707,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 20:17:01 datanode1 CRON[24707]: pam_unix(cron:session): session opened for user root by (uid=0),datanode1
1641845821000,CRON,Info,695391,pam_unix(cron:session): session closed for user root,Jan 10 20:17:01 datanode3 CRON[695391]: pam_unix(cron:session): session closed for user root,datanode3
1641845821000,CRON,Info,695391,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 20:17:01 datanode3 CRON[695391]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641846601000,CRON,Info,708977,pam_unix(cron:session): session closed for user root,Jan 10 20:30:01 datanode3 CRON[708977]: pam_unix(cron:session): session closed for user root,datanode3
1641846601000,CRON,Info,708977,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 20:30:01 datanode3 CRON[708977]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641849421000,CRON,Info,11458,pam_unix(cron:session): session closed for user root,Jan 10 21:17:01 namenode2 CRON[11458]: pam_unix(cron:session): session closed for user root,namenode2
1641849421000,CRON,Info,11458,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 21:17:01 namenode2 CRON[11458]: pam_unix(cron:session): session opened for user root by (uid=0),namenode2
1641849421000,CRON,Info,12249,pam_unix(cron:session): session closed for user root,Jan 10 21:17:01 datanode1 CRON[12249]: pam_unix(cron:session): session closed for user root,datanode1
1641849421000,CRON,Info,12249,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 21:17:01 datanode1 CRON[12249]: pam_unix(cron:session): session opened for user root by (uid=0),datanode1
1641849421000,CRON,Info,757635,pam_unix(cron:session): session closed for user root,Jan 10 21:17:01 datanode3 CRON[757635]: pam_unix(cron:session): session closed for user root,datanode3
1641849421000,CRON,Info,757635,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 21:17:01 datanode3 CRON[757635]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641850201000,CRON,Info,771197,pam_unix(cron:session): session closed for user root,Jan 10 21:30:01 datanode3 CRON[771197]: pam_unix(cron:session): session closed for user root,datanode3
1641850201000,CRON,Info,771197,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 21:30:01 datanode3 CRON[771197]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641853021000,CRON,Info,11406,pam_unix(cron:session): session closed for user root,Jan 10 22:17:01 namenode2 CRON[11406]: pam_unix(cron:session): session closed for user root,namenode2
1641853021000,CRON,Info,11406,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 22:17:01 namenode2 CRON[11406]: pam_unix(cron:session): session opened for user root by (uid=0),namenode2
1641853021000,CRON,Info,32025,pam_unix(cron:session): session closed for user root,Jan 10 22:17:01 datanode1 CRON[32025]: pam_unix(cron:session): session closed for user root,datanode1
1641853021000,CRON,Info,32025,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 22:17:01 datanode1 CRON[32025]: pam_unix(cron:session): session opened for user root by (uid=0),datanode1
1641853021000,CRON,Info,820132,pam_unix(cron:session): session closed for user root,Jan 10 22:17:01 datanode3 CRON[820132]: pam_unix(cron:session): session closed for user root,datanode3
1641853021000,CRON,Info,820132,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 22:17:01 datanode3 CRON[820132]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641853801000,CRON,Info,833633,pam_unix(cron:session): session closed for user root,Jan 10 22:30:01 datanode3 CRON[833633]: pam_unix(cron:session): session closed for user root,datanode3
1641853801000,CRON,Info,833633,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 22:30:01 datanode3 CRON[833633]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641856621000,CRON,Info,11090,pam_unix(cron:session): session closed for user root,Jan 10 23:17:01 namenode2 CRON[11090]: pam_unix(cron:session): session closed for user root,namenode2
1641856621000,CRON,Info,11090,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 23:17:01 namenode2 CRON[11090]: pam_unix(cron:session): session opened for user root by (uid=0),namenode2
1641856621000,CRON,Info,19531,pam_unix(cron:session): session closed for user root,Jan 10 23:17:01 datanode1 CRON[19531]: pam_unix(cron:session): session closed for user root,datanode1
1641856621000,CRON,Info,19531,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 23:17:01 datanode1 CRON[19531]: pam_unix(cron:session): session opened for user root by (uid=0),datanode1
1641856621000,CRON,Info,882526,pam_unix(cron:session): session closed for user root,Jan 10 23:17:01 datanode3 CRON[882526]: pam_unix(cron:session): session closed for user root,datanode3
1641856621000,CRON,Info,882526,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 23:17:01 datanode3 CRON[882526]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
1641857401000,CRON,Info,896010,pam_unix(cron:session): session closed for user root,Jan 10 23:30:01 datanode3 CRON[896010]: pam_unix(cron:session): session closed for user root,datanode3
1641857401000,CRON,Info,896010,pam_unix(cron:session): session opened for user root by (uid=0),Jan 10 23:30:01 datanode3 CRON[896010]: pam_unix(cron:session): session opened for user root by (uid=0),datanode3
