rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
20180402004917,11011,2017,00441304,078890,CFS,연결재무제표,BS,재무상태표,비유동부채,제 17 기,2017.12.31 현재,"16,261,620,734",제 16 기,2016.12.31 현재,"21,716,630,600",제 15 기,2015.12.31 현재,"4,402,633,998",9,KRW
20180402004917,11011,2017,00441304,078890,CFS,연결재무제표,BS,재무상태표,부채총계,제 17 기,2017.12.31 현재,"143,835,915,725",제 16 기,2016.12.31 현재,"123,604,610,602",제 15 기,2015.12.31 현재,"121,697,363,073",11,KRW
20180402004917,11011,2017,00441304,078890,CFS,연결재무제표,BS,재무상태표,자본금,제 17 기,2017.12.31 현재,"6,704,115,000",제 16 기,2016.12.31 현재,"6,704,115,000",제 15 기,2015.12.31 현재,"6,704,115,000",13,KRW
20180402004917,11011,2017,00441304,078890,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 17 기,2017.12.31 현재,"73,479,354,592",제 16 기,2016.12.31 현재,"67,908,564,889",제 15 기,2015.12.31 현재,"51,235,935,126",17,KRW
20180402004917,11011,2017,00441304,078890,CFS,연결재무제표,BS,재무상태표,자본총계,제 17 기,2017.12.31 현재,"123,123,930,910",제 16 기,2016.12.31 현재,"115,690,596,122",제 15 기,2015.12.31 현재,"100,016,730,102",21,KRW
20180402004917,11011,2017,00441304,078890,CFS,연결재무제표,IS,손익계산서,매출액,제 17 기,2017.01.01 ~ 2017.12.31,"528,373,715,791",제 16 기,2016.01.01 ~ 2016.12.31,"436,903,296,761",제 15 기,2015.01.01 ~ 2015.12.31,"375,795,398,030",23,KRW
20180402004917,11011,2017,00441304,078890,CFS,연결재무제표,IS,손익계산서,영업이익,제 17 기,2017.01.01 ~ 2017.12.31,"21,036,106,060",제 16 기,2016.01.01 ~ 2016.12.31,"20,374,276,811",제 15 기,2015.01.01 ~ 2015.12.31,"20,250,801,484",25,KRW
20180402004917,11011,2017,00441304,078890,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 17 기,2017.01.01 ~ 2017.12.31,"9,366,750,042",제 16 기,2016.01.01 ~ 2016.12.31,"22,807,240,826",제 15 기,2015.01.01 ~ 2015.12.31,"12,326,811,704",27,KRW
20180402004917,11011,2017,00441304,078890,CFS,연결재무제표,IS,손익계산서,당기순이익,제 17 기,2017.01.01 ~ 2017.12.31,"6,177,781,269",제 16 기,2016.01.01 ~ 2016.12.31,"17,526,167,229",제 15 기,2015.01.01 ~ 2015.12.31,"9,334,203,924",29,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,BS,재무상태표,유동자산,제 17 기,2017.12.31 현재,"229,504,212,016",제 16 기,2016.12.31 현재,"202,781,156,264",제 15 기,2015.12.31 현재,"189,456,947,611",2,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,BS,재무상태표,비유동자산,제 17 기,2017.12.31 현재,"38,094,662,828",제 16 기,2016.12.31 현재,"36,532,108,434",제 15 기,2015.12.31 현재,"33,423,476,023",4,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,BS,재무상태표,자산총계,제 17 기,2017.12.31 현재,"267,598,874,844",제 16 기,2016.12.31 현재,"239,313,264,698",제 15 기,2015.12.31 현재,"222,880,423,634",6,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,BS,재무상태표,유동부채,제 17 기,2017.12.31 현재,"124,061,804,076",제 16 기,2016.12.31 현재,"99,189,870,112",제 15 기,2015.12.31 현재,"115,626,189,874",8,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,BS,재무상태표,비유동부채,제 17 기,2017.12.31 현재,"16,261,620,734",제 16 기,2016.12.31 현재,"21,716,630,600",제 15 기,2015.12.31 현재,"4,402,633,998",10,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,BS,재무상태표,부채총계,제 17 기,2017.12.31 현재,"140,323,424,810",제 16 기,2016.12.31 현재,"120,906,500,712",제 15 기,2015.12.31 현재,"120,028,823,872",12,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,BS,재무상태표,자본금,제 17 기,2017.12.31 현재,"6,704,115,000",제 16 기,2016.12.31 현재,"6,704,115,000",제 15 기,2015.12.31 현재,"6,704,115,000",15,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,BS,재무상태표,이익잉여금,제 17 기,2017.12.31 현재,"75,577,886,957",제 16 기,2016.12.31 현재,"68,220,220,773",제 15 기,2015.12.31 현재,"53,350,537,466",19,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,BS,재무상태표,자본총계,제 17 기,2017.12.31 현재,"127,275,450,034",제 16 기,2016.12.31 현재,"118,406,763,986",제 15 기,2015.12.31 현재,"102,851,599,762",22,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,IS,손익계산서,매출액,제 17 기,2017.01.01 ~ 2017.12.31,"519,360,954,237",제 16 기,2016.01.01 ~ 2016.12.31,"427,119,275,506",제 15 기,2015.01.01 ~ 2015.12.31,"356,107,104,045",24,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,IS,손익계산서,영업이익,제 17 기,2017.01.01 ~ 2017.12.31,"23,780,375,046",제 16 기,2016.01.01 ~ 2016.12.31,"23,285,592,567",제 15 기,2015.01.01 ~ 2015.12.31,"20,209,137,954",26,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 17 기,2017.01.01 ~ 2017.12.31,"11,802,559,252",제 16 기,2016.01.01 ~ 2016.12.31,"20,908,520,071",제 15 기,2015.01.01 ~ 2015.12.31,"10,868,555,688",28,KRW
20180402004917,11011,2017,00441304,078890,OFS,재무제표,IS,손익계산서,당기순이익,제 17 기,2017.01.01 ~ 2017.12.31,"8,646,384,484",제 16 기,2016.01.01 ~ 2016.12.31,"16,150,320,007",제 15 기,2015.01.01 ~ 2015.12.31,"9,414,709,373",30,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,BS,재무상태표,유동자산,제 70 기,2017.12.31 현재,"291,490,985,716",제 69 기,2016.12.31 현재,"284,726,284,319",제 68 기,2015.12.31 현재,"282,044,124,840",1,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,BS,재무상태표,비유동자산,제 70 기,2017.12.31 현재,"247,464,932,590",제 69 기,2016.12.31 현재,"233,736,247,312",제 68 기,2015.12.31 현재,"238,430,133,885",3,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,BS,재무상태표,자산총계,제 70 기,2017.12.31 현재,"538,955,918,306",제 69 기,2016.12.31 현재,"518,462,531,631",제 68 기,2015.12.31 현재,"520,474,258,725",5,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,BS,재무상태표,유동부채,제 70 기,2017.12.31 현재,"193,132,989,446",제 69 기,2016.12.31 현재,"182,515,204,718",제 68 기,2015.12.31 현재,"157,617,251,318",7,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,BS,재무상태표,비유동부채,제 70 기,2017.12.31 현재,"85,707,964,279",제 69 기,2016.12.31 현재,"71,955,506,543",제 68 기,2015.12.31 현재,"100,277,118,083",9,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,BS,재무상태표,부채총계,제 70 기,2017.12.31 현재,"278,840,953,725",제 69 기,2016.12.31 현재,"254,470,711,261",제 68 기,2015.12.31 현재,"257,894,369,401",11,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,BS,재무상태표,자본금,제 70 기,2017.12.31 현재,"20,801,735,000",제 69 기,2016.12.31 현재,"20,801,735,000",제 68 기,2015.12.31 현재,"20,801,735,000",13,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 70 기,2017.12.31 현재,"218,302,191,859",제 69 기,2016.12.31 현재,"219,797,815,263",제 68 기,2015.12.31 현재,"219,023,525,629",17,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,BS,재무상태표,자본총계,제 70 기,2017.12.31 현재,"260,114,964,581",제 69 기,2016.12.31 현재,"263,991,820,370",제 68 기,2015.12.31 현재,"262,579,889,324",21,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,IS,손익계산서,매출액,제 70 기,2017.01.01 ~ 2017.12.31,"836,979,323,369",제 69 기,2016.01.01 ~ 2016.12.31,"749,444,962,711",제 68 기,2015.01.01 ~ 2015.12.31,"780,951,401,009",23,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,IS,손익계산서,영업이익,제 70 기,2017.01.01 ~ 2017.12.31,"7,863,304,491",제 69 기,2016.01.01 ~ 2016.12.31,"15,360,294,854",제 68 기,2015.01.01 ~ 2015.12.31,"9,877,553,145",25,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 70 기,2017.01.01 ~ 2017.12.31,"1,583,492,481",제 69 기,2016.01.01 ~ 2016.12.31,"2,368,790,195",제 68 기,2015.01.01 ~ 2015.12.31,"3,169,381,518",27,KRW
20180402001696,11011,2017,00104768,000500,CFS,연결재무제표,IS,손익계산서,당기순이익,제 70 기,2017.01.01 ~ 2017.12.31,"1,454,588,459",제 69 기,2016.01.01 ~ 2016.12.31,"2,892,112,317",제 68 기,2015.01.01 ~ 2015.12.31,"2,135,800,210",29,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,BS,재무상태표,유동자산,제 70 기,2017.12.31 현재,"272,686,709,543",제 69 기,2016.12.31 현재,"267,906,775,280",제 68 기,2015.12.31 현재,"268,208,582,294",2,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,BS,재무상태표,비유동자산,제 70 기,2017.12.31 현재,"233,230,604,540",제 69 기,2016.12.31 현재,"217,948,690,229",제 68 기,2015.12.31 현재,"221,688,713,933",4,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,BS,재무상태표,자산총계,제 70 기,2017.12.31 현재,"505,917,314,083",제 69 기,2016.12.31 현재,"485,855,465,509",제 68 기,2015.12.31 현재,"489,897,296,227",6,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,BS,재무상태표,유동부채,제 70 기,2017.12.31 현재,"166,808,676,957",제 69 기,2016.12.31 현재,"171,872,348,598",제 68 기,2015.12.31 현재,"147,522,723,066",8,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,BS,재무상태표,비유동부채,제 70 기,2017.12.31 현재,"81,406,941,997",제 69 기,2016.12.31 현재,"52,376,451,360",제 68 기,2015.12.31 현재,"80,513,598,072",10,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,BS,재무상태표,부채총계,제 70 기,2017.12.31 현재,"248,215,618,954",제 69 기,2016.12.31 현재,"224,248,799,958",제 68 기,2015.12.31 현재,"228,036,321,138",12,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,BS,재무상태표,자본금,제 70 기,2017.12.31 현재,"20,801,735,000",제 69 기,2016.12.31 현재,"20,801,735,000",제 68 기,2015.12.31 현재,"20,801,735,000",15,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,BS,재무상태표,이익잉여금,제 70 기,2017.12.31 현재,"216,680,516,900",제 69 기,2016.12.31 현재,"218,692,845,182",제 68 기,2015.12.31 현재,"219,428,404,003",19,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,BS,재무상태표,자본총계,제 70 기,2017.12.31 현재,"257,701,695,129",제 69 기,2016.12.31 현재,"261,606,665,551",제 68 기,2015.12.31 현재,"261,860,975,089",22,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,IS,손익계산서,매출액,제 70 기,2017.01.01 ~ 2017.12.31,"753,750,274,316",제 69 기,2016.01.01 ~ 2016.12.31,"693,341,856,268",제 68 기,2015.01.01 ~ 2015.12.31,"716,430,934,829",24,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,IS,손익계산서,영업이익,제 70 기,2017.01.01 ~ 2017.12.31,"6,265,916,351",제 69 기,2016.01.01 ~ 2016.12.31,"14,875,579,424",제 68 기,2015.01.01 ~ 2015.12.31,"8,782,546,435",26,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 70 기,2017.01.01 ~ 2017.12.31,"1,012,544,287",제 69 기,2016.01.01 ~ 2016.12.31,"676,655,642",제 68 기,2015.01.01 ~ 2015.12.31,"2,550,947,623",28,KRW
20180402001696,11011,2017,00104768,000500,OFS,재무제표,IS,손익계산서,당기순이익,제 70 기,2017.01.01 ~ 2017.12.31,"841,734,367",제 69 기,2016.01.01 ~ 2016.12.31,"1,189,950,742",제 68 기,2015.01.01 ~ 2015.12.31,"1,517,366,315",30,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,BS,재무상태표,유동자산,제 24 기,2017.12.31 현재,"7,558,235,325",제 23 기,2016.12.31 현재,"7,138,368,606",제 22 기,2015.12.31 현재,"6,794,043,066",2,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,BS,재무상태표,비유동자산,제 24 기,2017.12.31 현재,"9,319,413,078",제 23 기,2016.12.31 현재,"26,840,280,447",제 22 기,2015.12.31 현재,"33,842,861,971",4,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,BS,재무상태표,자산총계,제 24 기,2017.12.31 현재,"20,440,705,925",제 23 기,2016.12.31 현재,"33,978,649,053",제 22 기,2015.12.31 현재,"40,636,905,037",6,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,BS,재무상태표,유동부채,제 24 기,2017.12.31 현재,"4,827,129,247",제 23 기,2016.12.31 현재,"15,315,013,658",제 22 기,2015.12.31 현재,"15,857,551,579",8,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,BS,재무상태표,비유동부채,제 24 기,2017.12.31 현재,"1,213,634,435",제 23 기,2016.12.31 현재,"6,337,528,143",제 22 기,2015.12.31 현재,"6,259,919,761",10,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,BS,재무상태표,부채총계,제 24 기,2017.12.31 현재,"10,791,818,869",제 23 기,2016.12.31 현재,"21,652,541,801",제 22 기,2015.12.31 현재,"22,117,471,340",12,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,BS,재무상태표,자본금,제 24 기,2017.12.31 현재,"13,873,267,000",제 23 기,2016.12.31 현재,"8,686,961,000",제 22 기,2015.12.31 현재,"7,433,702,000",15,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,BS,재무상태표,이익잉여금,제 24 기,2017.12.31 현재,"5,644,813,997",제 23 기,2016.12.31 현재,"8,127,471,291",제 22 기,2015.12.31 현재,"-13,908,269,446",19,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,BS,재무상태표,자본총계,제 24 기,2017.12.31 현재,"9,648,887,056",제 23 기,2016.12.31 현재,"12,326,107,252",제 22 기,2015.12.31 현재,"18,519,433,697",22,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,IS,손익계산서,매출액,제 24 기,2017.01.01 ~ 2017.12.31,"14,828,772,472",제 23 기,2016.01.01 ~ 2016.12.31,"10,945,322,633",제 22 기,2015.01.01 ~ 2015.12.31,"17,022,556,003",24,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,IS,손익계산서,영업이익,제 24 기,2017.01.01 ~ 2017.12.31,"14,732,709",제 23 기,2016.01.01 ~ 2016.12.31,"-781,922,645",제 22 기,2015.01.01 ~ 2015.12.31,"228,110,937",26,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 24 기,2017.01.01 ~ 2017.12.31,"27,431,297",제 23 기,2016.01.01 ~ 2016.12.31,"10,612,057,350",제 22 기,2015.01.01 ~ 2015.12.31,"-14,034,004,480",28,KRW
20180402001673,11011,2017,00261009,036620,OFS,재무제표,IS,손익계산서,당기순이익,제 24 기,2017.01.01 ~ 2017.12.31,"-3,061,247,330",제 23 기,2016.01.01 ~ 2016.12.31,"9,028,619,229",제 22 기,2015.01.01 ~ 2015.12.31,"-14,034,233,020",30,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,BS,재무상태표,유동자산,제 66 기,2017.12.31 현재,"212,085,301,113",제 65 기,2016.12.31 현재,"241,277,537,231",제 64 기,2015.12.31 현재,"232,732,626,458",1,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,BS,재무상태표,비유동자산,제 66 기,2017.12.31 현재,"372,598,981,025",제 65 기,2016.12.31 현재,"319,656,839,955",제 64 기,2015.12.31 현재,"289,527,518,498",3,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,BS,재무상태표,자산총계,제 66 기,2017.12.31 현재,"584,684,282,138",제 65 기,2016.12.31 현재,"560,934,377,186",제 64 기,2015.12.31 현재,"522,260,144,956",5,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,BS,재무상태표,유동부채,제 66 기,2017.12.31 현재,"60,317,069,619",제 65 기,2016.12.31 현재,"57,221,747,084",제 64 기,2015.12.31 현재,"50,679,603,137",7,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,BS,재무상태표,비유동부채,제 66 기,2017.12.31 현재,"39,442,643,370",제 65 기,2016.12.31 현재,"39,473,562,367",제 64 기,2015.12.31 현재,"36,536,341,668",9,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,BS,재무상태표,부채총계,제 66 기,2017.12.31 현재,"99,759,712,989",제 65 기,2016.12.31 현재,"96,695,309,451",제 64 기,2015.12.31 현재,"87,215,944,805",11,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,BS,재무상태표,자본금,제 66 기,2017.12.31 현재,"13,821,795,600",제 65 기,2016.12.31 현재,"13,821,795,600",제 64 기,2015.12.31 현재,"13,821,795,600",13,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 66 기,2017.12.31 현재,"406,365,676,258",제 65 기,2016.12.31 현재,"385,612,211,813",제 64 기,2015.12.31 현재,"356,178,333,313",17,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,BS,재무상태표,자본총계,제 66 기,2017.12.31 현재,"484,924,569,149",제 65 기,2016.12.31 현재,"464,239,067,735",제 64 기,2015.12.31 현재,"435,044,200,151",21,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,IS,손익계산서,매출액,제 66 기,2017.01.01 ~ 2017.12.31,"300,025,162,299",제 65 기,2016.01.01 ~ 2016.12.31,"290,286,260,750",제 64 기,2015.01.01 ~ 2015.12.31,"293,873,095,070",23,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,IS,손익계산서,영업이익,제 66 기,2017.01.01 ~ 2017.12.31,"15,086,342,722",제 65 기,2016.01.01 ~ 2016.12.31,"27,396,334,685",제 64 기,2015.01.01 ~ 2015.12.31,"27,936,238,398",25,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 66 기,2017.01.01 ~ 2017.12.31,"27,061,171,400",제 65 기,2016.01.01 ~ 2016.12.31,"45,607,843,195",제 64 기,2015.01.01 ~ 2015.12.31,"49,428,466,936",27,KRW
20181231000137,11011,2017,00100939,000860,CFS,연결재무제표,IS,손익계산서,당기순이익,제 66 기,2017.01.01 ~ 2017.12.31,"23,186,504,359",제 65 기,2016.01.01 ~ 2016.12.31,"34,680,194,992",제 64 기,2015.01.01 ~ 2015.12.31,"40,256,389,005",29,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,BS,재무상태표,유동자산,제 66 기,2017.12.31 현재,"194,534,019,874",제 65 기,2016.12.31 현재,"221,834,088,893",제 64 기,2015.12.31 현재,"214,329,447,489",2,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,BS,재무상태표,비유동자산,제 66 기,2017.12.31 현재,"212,098,304,072",제 65 기,2016.12.31 현재,"165,330,933,878",제 64 기,2015.12.31 현재,"149,539,172,938",4,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,BS,재무상태표,자산총계,제 66 기,2017.12.31 현재,"406,632,323,946",제 65 기,2016.12.31 현재,"387,165,022,771",제 64 기,2015.12.31 현재,"363,868,620,427",6,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,BS,재무상태표,유동부채,제 66 기,2017.12.31 현재,"55,319,514,631",제 65 기,2016.12.31 현재,"49,593,714,503",제 64 기,2015.12.31 현재,"43,396,249,903",8,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,BS,재무상태표,비유동부채,제 66 기,2017.12.31 현재,"8,855,556,418",제 65 기,2016.12.31 현재,"10,029,194,926",제 64 기,2015.12.31 현재,"10,680,792,217",10,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,BS,재무상태표,부채총계,제 66 기,2017.12.31 현재,"64,175,071,049",제 65 기,2016.12.31 현재,"59,622,909,429",제 64 기,2015.12.31 현재,"54,077,042,120",12,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,BS,재무상태표,자본금,제 66 기,2017.12.31 현재,"13,821,795,600",제 65 기,2016.12.31 현재,"13,821,795,600",제 64 기,2015.12.31 현재,"13,821,795,600",15,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,BS,재무상태표,이익잉여금,제 66 기,2017.12.31 현재,"269,323,651,920",제 65 기,2016.12.31 현재,"255,404,674,298",제 64 기,2015.12.31 현재,"237,912,273,429",19,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,BS,재무상태표,자본총계,제 66 기,2017.12.31 현재,"342,457,252,897",제 65 기,2016.12.31 현재,"327,542,113,342",제 64 기,2015.12.31 현재,"309,791,578,307",22,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,IS,손익계산서,매출액,제 66 기,2017.01.01 ~ 2017.12.31,"272,342,778,997",제 65 기,2016.01.01 ~ 2016.12.31,"263,219,920,571",제 64 기,2015.01.01 ~ 2015.12.31,"269,973,985,143",24,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,IS,손익계산서,영업이익,제 66 기,2017.01.01 ~ 2017.12.31,"12,376,994,739",제 65 기,2016.01.01 ~ 2016.12.31,"23,144,444,575",제 64 기,2015.01.01 ~ 2015.12.31,"25,367,837,048",26,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 66 기,2017.01.01 ~ 2017.12.31,"18,564,416,962",제 65 기,2016.01.01 ~ 2016.12.31,"29,993,448,637",제 64 기,2015.01.01 ~ 2015.12.31,"32,123,943,354",28,KRW
20181231000137,11011,2017,00100939,000860,OFS,재무제표,IS,손익계산서,당기순이익,제 66 기,2017.01.01 ~ 2017.12.31,"16,654,666,449",제 65 기,2016.01.01 ~ 2016.12.31,"22,368,898,698",제 64 기,2015.01.01 ~ 2015.12.31,"26,066,568,810",30,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,BS,재무상태표,유동자산,제 8 기,2017.12.31 현재,"25,246,011,811",제 7 기,2016.12.31 현재,"37,966,496,235",제 6 기,2015.12.31 현재,"18,896,589,947",1,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,BS,재무상태표,비유동자산,제 8 기,2017.12.31 현재,"21,952,966,802",제 7 기,2016.12.31 현재,"9,475,272,749",제 6 기,2015.12.31 현재,"6,086,036,540",3,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,BS,재무상태표,자산총계,제 8 기,2017.12.31 현재,"47,198,978,613",제 7 기,2016.12.31 현재,"47,441,768,984",제 6 기,2015.12.31 현재,"24,982,626,487",5,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,BS,재무상태표,유동부채,제 8 기,2017.12.31 현재,"6,368,373,558",제 7 기,2016.12.31 현재,"3,231,047,632",제 6 기,2015.12.31 현재,"2,965,590,949",7,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,BS,재무상태표,비유동부채,제 8 기,2017.12.31 현재,"16,348,442,369",제 7 기,2016.12.31 현재,"21,233,810,279",제 6 기,2015.12.31 현재,"780,000,000",9,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,BS,재무상태표,부채총계,제 8 기,2017.12.31 현재,"22,716,815,927",제 7 기,2016.12.31 현재,"24,464,857,911",제 6 기,2015.12.31 현재,"3,745,590,949",11,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,BS,재무상태표,자본금,제 8 기,2017.12.31 현재,"8,125,856,000",제 7 기,2016.12.31 현재,"7,106,825,000",제 6 기,2015.12.31 현재,"6,908,575,000",13,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 8 기,2017.12.31 현재,"-35,794,122,335",제 7 기,2016.12.31 현재,"-24,406,256,453",제 6 기,2015.12.31 현재,"-16,105,881,434",17,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,BS,재무상태표,자본총계,제 8 기,2017.12.31 현재,"24,482,162,686",제 7 기,2016.12.31 현재,"22,976,911,073",제 6 기,2015.12.31 현재,"21,237,035,538",21,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,IS,손익계산서,매출액,제 8 기,2017.01.01 ~ 2017.12.31,"9,132,938,908",제 7 기,2016.01.01 ~ 2016.12.31,"842,804,638",제 6 기,2015.01.01 ~ 2015.12.31,"1,484,593,341",23,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,IS,손익계산서,영업이익,제 8 기,2017.01.01 ~ 2017.12.31,"-11,737,865,221",제 7 기,2016.01.01 ~ 2016.12.31,"-9,117,541,016",제 6 기,2015.01.01 ~ 2015.12.31,"-5,125,200,535",25,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 8 기,2017.01.01 ~ 2017.12.31,"-10,124,655,101",제 7 기,2016.01.01 ~ 2016.12.31,"-10,904,081,619",제 6 기,2015.01.01 ~ 2015.12.31,"-5,754,141,251",27,KRW
20180403001917,11011,2017,01025644,217730,CFS,연결재무제표,IS,손익계산서,당기순이익,제 8 기,2017.01.01 ~ 2017.12.31,"-11,531,948,824",제 7 기,2016.01.01 ~ 2016.12.31,"-8,300,375,019",제 6 기,2015.01.01 ~ 2015.12.31,"-5,754,141,251",29,KRW
20180403001917,11011,2017,01025644,217730,OFS,재무제표,BS,재무상태표,유동자산,제 8 기,2017.12.31 현재,"24,316,616,932",제 7 기,2016.12.31 현재,"37,966,496,235",제 6 기,2015.12.31 현재,"18,896,589,947",2,KRW
20180403001917,11011,2017,01025644,217730,OFS,재무제표,BS,재무상태표,비유동자산,제 8 기,2017.12.31 현재,"20,192,111,777",제 7 기,2016.12.31 현재,"9,475,272,749",제 6 기,2015.12.31 현재,"6,086,036,540",4,KRW
20180403001917,11011,2017,01025644,217730,OFS,재무제표,BS,재무상태표,자산총계,제 8 기,2017.12.31 현재,"44,508,728,709",제 7 기,2016.12.31 현재,"47,441,768,984",제 6 기,2015.12.31 현재,"24,982,626,487",6,KRW
20180403001917,11011,2017,01025644,217730,OFS,재무제표,BS,재무상태표,유동부채,제 8 기,2017.12.31 현재,"4,000,961,879",제 7 기,2016.12.31 현재,"3,231,047,632",제 6 기,2015.12.31 현재,"2,965,590,949",8,KRW
20180403001917,11011,2017,01025644,217730,OFS,재무제표,BS,재무상태표,비유동부채,제 8 기,2017.12.31 현재,"15,839,638,886",제 7 기,2016.12.31 현재,"21,233,810,279",제 6 기,2015.12.31 현재,"780,000,000",10,KRW
